timestamp,score,VOC,CO2,TEMP,PM25,HUMID
7/1/20 0:00,90,204.4333344,741.166687,25.19766617,2.433333397,50.56433487
7/1/20 0:05,90.06666565,203.8000031,735.1333618,25.19733238,2.466666698,50.58133316
7/1/20 0:10,90.09999847,204.3000031,734.2666626,25.20199966,2.599999905,50.57833481
7/1/20 0:15,90.19999695,205.3000031,731.9000244,25.19433403,2.400000095,50.61800003
7/1/20 0:20,90.03333282,205.2333374,736.4000244,25.19199944,2.333333254,50.62766647
7/1/20 0:25,90,206.8666687,736.7666626,25.20166588,2.333333254,50.61800003
7/1/20 0:30,90,207.0333405,734.5666504,25.19099998,2.466666698,50.66566849
7/1/20 0:35,90.03448486,208,735.2758789,25.19344902,2.551724195,50.6365509
7/1/20 0:40,90.06666565,207.2666626,731.0333252,25.19533348,2.533333302,50.62666702
7/1/20 0:45,90.03333282,207.8999939,735.4333496,25.19666672,2.633333445,50.60233307
7/1/20 0:50,90.1333313,208.8333282,731.666687,25.19099998,2.533333302,50.62866592
7/1/20 0:55,90,211.5,734.8666382,25.18600082,2.466666698,50.63000107
7/1/20 1:00,90.06666565,213.1999969,726.5,25.19033241,2.333333254,50.60933304
7/1/20 1:05,90.06666565,215.3333282,728.4000244,25.20466614,2.366666555,50.56000137
7/1/20 1:10,90.03333282,216.8666687,728.666687,25.19466591,2.333333254,50.57533264
7/1/20 1:15,90.20689392,216.7931061,724.1724243,25.19310379,2.310344934,50.59448242
7/1/20 1:20,90.16666412,218.8000031,723.8666382,25.17533302,2.400000095,50.61566544
7/1/20 1:25,90,220,725.9000244,25.18899918,2.200000048,50.58233261
7/1/20 1:30,90,220.1000061,728.5333252,25.19866753,2.366666555,50.55500031
7/1/20 1:35,90,221.9666595,731.9000244,25.18400002,2.400000095,50.56800079
7/1/20 1:40,90,224.3666687,733.9333496,25.18099976,2.266666651,50.56733322
7/1/20 1:45,90,225.0666656,734.5999756,25.17499924,2.233333349,50.55699921
7/1/20 1:50,90,226.4137878,733.4483032,25.17448235,2.206896544,50.55275726
7/1/20 1:55,90,228.1666718,733.833313,25.18300056,2.200000048,50.55866623
7/1/20 2:00,90,228.4333344,737.9666748,25.17033386,2.266666651,50.56666565
7/1/20 2:05,90,229.2666626,737.0999756,25.16533279,2.266666651,50.58433151
7/1/20 2:10,90,227.8333282,732.1333618,25.1566658,2.200000048,50.57433319
7/1/20 2:15,90,228.1000061,733.7000122,25.16799927,2.166666746,50.55266571
7/1/20 2:20,90,229.1999969,735.6333618,25.15766716,2.166666746,50.56833267
7/1/20 2:25,90,231.3000031,735.2999878,25.14599991,2.200000048,50.59199905
7/1/20 2:30,90,230.2758636,735.6206665,25.16069031,2.103448391,50.52827454
7/1/20 2:35,90,230.3666687,735.9333496,25.13633347,2.099999905,50.55699921
7/1/20 2:40,90,230.2333374,739.2666626,25.13666725,2.099999905,50.5359993
7/1/20 2:45,90,231,741.5666504,25.13166618,2.166666746,50.54333496
7/1/20 2:50,90,230.3000031,742.333313,25.13166618,2.166666746,50.54366684
7/1/20 2:55,90,231.3666687,747.2000122,25.12333298,2.066666603,50.54666519
7/1/20 3:00,90,233.9333344,749.4333496,25.11400032,2.033333302,50.56266785
7/1/20 3:05,90,232.7666626,749.9333496,25.12833405,2.133333445,50.52666855
7/1/20 3:10,90,232.5862122,749.241394,25.1317234,2.068965435,50.49620819
7/1/20 3:15,90,234.2666626,753.2666626,25.12366676,2.033333302,50.50166702
7/1/20 3:20,90,233.4666595,750.4333496,25.09233284,2,50.53066635
7/1/20 3:25,90,234.1000061,754.9666748,25.11499977,2.066666603,50.4679985
7/1/20 3:30,90,234.5,755.833313,25.1060009,2.200000048,50.47499847
7/1/20 3:35,90,234.3333282,759.4000244,25.0953331,2.033333302,50.47366714
7/1/20 3:40,90,236.1666718,761.4333496,25.10300064,2.033333302,50.44200134
7/1/20 3:45,90,237.3666687,771.7333374,25.08133316,2.066666603,50.49666595
7/1/20 3:50,90.55172729,234.379303,769.8275757,24.97655106,2.034482718,50.19172287
7/1/20 3:55,91,235.3333282,765.2000122,24.83933258,2.099999905,50.17966843
7/1/20 4:00,91,234.3999939,761.5,24.93400002,2.033333302,50.19166565
